Dataset,n_estimators,max_depth,MAPE,RMSE,MAE,R2,Time(s)
Belgium,16,6,1.5331284351295045,191.7408375744145,144.0729763509052,0.9796289015883648,1.3665580749511719
Belgium,16,7,1.4633987340571488,183.95659358927472,137.38378521327553,0.9812493673966184,2.8966641426086426
Belgium,16,8,1.5028489204233457,187.20297061780576,141.03644478726468,0.9805817235982375,5.143585920333862
Belgium,17,3,1.6220320474940968,201.58247331061972,152.97179882587398,0.977484025639056,0.4335205554962158
Belgium,17,4,1.5536771928649729,193.2812500169796,146.42801289227575,0.9793002710873645,0.6430304050445557
Belgium,17,5,1.5156045320152645,189.54924558012564,142.75285753517576,0.980091922303981,1.0898396968841553
Belgium,17,6,1.5344874729900626,191.84969877192145,144.17579753229447,0.9796057635680544,1.4486467838287354
Belgium,17,7,1.4635701193667927,184.0197362190865,137.4122534395409,0.981236492974164,3.0656838417053223
Belgium,17,8,1.481607895349228,185.49694235834744,139.02576478012148,0.9809340382613573,5.4694743156433105
Belgium,18,3,1.6222574130391103,201.60377261673966,152.9947405562692,0.9774792672891988,0.4057435989379883
Belgium,18,4,1.5530379837354884,193.3453808916959,146.39907652378264,0.9792865324349825,0.6231789588928223
Belgium,18,5,1.5150933389669667,189.48514528882313,142.69799841078805,0.9801053847453913,1.143092155456543
Belgium,18,6,1.536392514036958,192.01309738124573,144.3592633724909,0.9795710091848816,1.522667646408081
Belgium,18,7,1.4639422592939515,183.987830285449,137.4261886750264,0.9812429989644763,3.309281349182129
Belgium,18,8,1.4720620814649177,185.00722215265336,138.1352444295044,0.9810345753543689,6.258185386657715
Belgium,19,3,1.6034312994024895,198.87344901831278,151.2362419864099,0.9780851340803942,0.5796997547149658
Belgium,19,4,1.5531757349029727,193.3459203386852,146.39648306191174,0.9792864168508061,0.6004655361175537
Belgium,19,5,1.5154874433295702,189.5888660375535,142.7335414290602,0.980083598877757,1.2019100189208984
Belgium,19,6,1.535660162312176,191.98018217995994,144.30039727297827,0.979578012527048,1.5834197998046875
Belgium,19,7,1.437603993062424,181.55359267247874,135.32007059162504,0.9817360419373051,4.739557981491089
Belgium,19,8,1.4775936095754818,185.5481072346295,138.46649689060698,0.9809235190355812,6.617038726806641
Belgium,20,3,1.5986924149398354,198.31904672474292,150.8008666232472,0.9782071485283936,0.937485933303833
Belgium,20,4,1.552201252344154,193.22760230829965,146.31795636945353,0.97931176044715,0.635676383972168
Belgium,20,5,1.516239155866862,189.64336667790457,142.79034315123172,0.9800721465952037,1.2536036968231201
Belgium,20,6,1.5364277472215315,192.07915020327496,144.38348177733624,0.9795569515543389,1.6882319450378418
Belgium,20,7,1.4422027174118617,181.2922343956886,135.74425436845706,0.981788588413519,5.395161151885986
Belgium,20,8,1.4769439818464507,185.38261146877798,138.47359019340664,0.9809575335984841,6.940135478973389
